customer_id,segment,region,acquisition_channel,lifetime_value,avg_order_frequency,price_sensitivity_score,preferred_channel,return_rate_historical,is_active
C00310,B2C Consumer,Southwest,Referral,2432.76,2.16,0.622,Online,0.1,1
C00311,B2C Consumer,International,Direct / Walk-in,2250.4,1.51,0.518,Online,0.097,1
C00312,B2C Consumer,Southeast,Organic Search,1236.07,2.68,0.78,Online,0.083,1
C00313,B2C Consumer,Northeast,Referral,1435.12,3.64,0.522,In-Store,0.095,1
C00314,B2C Consumer,West Coast,Referral,1515.71,2.78,0.632,In-Store,0.082,1
C00315,B2C Consumer,Northeast,Organic Search,461.83,2.36,0.728,In-Store,0.085,1
C00316,B2C Consumer,Midwest,Email Campaign,502.42,2.19,0.678,Online,0.082,0
C00317,B2C Consumer,West Coast,Referral,1598.18,2.27,0.871,In-Store,0.095,1
C00318,B2C Consumer,Midwest,Direct / Walk-in,317.61,2.14,0.527,Online,0.091,1
C00319,B2C Consumer,International,Organic Search,1249.34,2.42,0.554,Online,0.093,1
C00320,B2C Consumer,Southeast,Email Campaign,1015.97,3.85,0.801,Online,0.081,1
C00321,B2C Consumer,Southeast,Direct / Walk-in,1663.02,3.78,0.776,In-Store,0.092,1
C00322,B2C Consumer,Southeast,Referral,352.82,2.83,0.564,Online,0.083,1
C00323,B2C Consumer,Northeast,Referral,1118.55,3.78,0.864,Online,0.084,1
C00324,B2C Consumer,International,Social Media,1091.0,3.63,0.682,Online,0.086,1
C00325,B2C Consumer,International,Social Media,720.44,2.46,0.703,Online,0.093,1
C00326,B2C Consumer,Midwest,Paid Search,1051.12,1.57,0.677,Online,0.085,1
C00327,B2C Consumer,Southwest,Referral,2247.22,2.36,0.57,Online,0.089,1
C00328,B2C Consumer,Midwest,Email Campaign,1142.15,2.28,0.805,Online,0.081,1
C00329,B2C Consumer,Southwest,Direct / Walk-in,1244.2,3.22,0.563,Online,0.071,1
C00330,B2C Consumer,Midwest,Referral,1083.68,1.6,0.514,Online,0.075,1
C00331,B2C Consumer,Midwest,Referral,1254.6,2.22,0.905,Online,0.099,1
C00332,B2C Consumer,International,Social Media,2488.17,2.86,0.54,Online,0.075,1
C00333,B2C Consumer,International,Social Media,2454.25,2.69,0.74,Online,0.077,1
C00334,B2C Consumer,Midwest,Paid Search,2101.67,3.27,0.58,Online,0.09,1
C00335,B2C Consumer,Midwest,Social Media,998.74,2.95,0.563,Online,0.089,1
C00336,B2C Consumer,Midwest,Referral,2485.85,3.7,0.781,Online,0.089,1
C00337,B2C Consumer,West Coast,Social Media,2160.88,3.28,0.908,Online,0.088,1
C00338,B2C Consumer,International,Referral,1254.47,1.59,0.836,Online,0.072,1
C00339,B2C Consumer,Northeast,Direct / Walk-in,279.26,3.92,0.927,Online,0.073,1
C00340,B2C Consumer,International,Paid Search,1330.26,2.81,0.753,Online,0.088,0
C00341,B2C Consumer,Midwest,Paid Search,1869.15,3.74,0.705,Online,0.088,1
C00342,B2C Consumer,West Coast,Email Campaign,661.09,1.77,0.884,Online,0.095,0
C00343,B2C Consumer,Midwest,Direct / Walk-in,788.91,1.58,0.937,Online,0.092,1
C00344,B2C Consumer,International,Referral,270.26,3.68,0.737,Online,0.089,1
C00345,B2C Consumer,Northeast,Email Campaign,684.62,3.89,0.504,In-Store,0.09,1
C00346,B2C Consumer,International,Email Campaign,1897.1,3.59,0.833,Online,0.093,1
C00347,B2C Consumer,Northeast,Organic Search,2145.62,3.03,0.54,Online,0.072,1
C00348,B2C Consumer,International,Direct / Walk-in,904.12,2.87,0.784,Online,0.091,1
C00349,B2C Consumer,Midwest,Email Campaign,2198.57,3.2,0.551,In-Store,0.077,1
C00350,B2C Consumer,Southeast,Paid Search,1833.25,3.17,0.595,In-Store,0.082,1
C00351,B2C Consumer,International,Email Campaign,250.66,2.96,0.879,Online,0.077,1
C00352,B2C Consumer,Midwest,Referral,1157.08,3.4,0.585,In-Store,0.096,1
C00353,B2C Consumer,Southwest,Direct / Walk-in,365.08,3.21,0.609,In-Store,0.095,1
C00354,B2C Consumer,International,Direct / Walk-in,1396.39,1.86,0.849,Online,0.085,1
C00355,B2C Consumer,Southeast,Paid Search,1859.96,2.18,0.681,Online,0.076,1
C00356,B2C Consumer,Southeast,Direct / Walk-in,1826.05,1.66,0.878,Online,0.077,1
C00357,B2C Consumer,West Coast,Social Media,434.35,2.4,0.622,In-Store,0.079,1
C00358,B2C Consumer,Midwest,Referral,1171.48,2.44,0.921,Online,0.073,1
C00359,B2C Consumer,West Coast,Organic Search,2339.39,3.61,0.804,Online,0.078,1
C00360,B2C Consumer,West Coast,Organic Search,840.41,1.82,0.804,In-Store,0.078,1
C00361,B2C Consumer,Midwest,Social Media,2498.77,1.76,0.724,Online,0.096,1
C00362,B2C Consumer,Southeast,Direct / Walk-in,1972.8,1.51,0.887,Online,0.087,1
C00363,B2C Consumer,Southeast,Organic Search,1711.91,2.68,0.896,Online,0.09,1
C00364,B2C Consumer,Southeast,Organic Search,514.18,3.13,0.832,Online,0.089,1
C00365,B2C Consumer,International,Direct / Walk-in,1532.1,1.71,0.519,Online,0.095,1
C00366,B2C Consumer,West Coast,Social Media,429.69,3.22,0.609,In-Store,0.095,1
C00367,B2C Consumer,International,Paid Search,272.27,3.34,0.649,In-Store,0.078,1
C00368,B2C Consumer,Northeast,Social Media,295.81,2.49,0.843,Online,0.078,1
C00369,B2C Consumer,Southwest,Paid Search,2171.4,2.94,0.534,Online,0.081,1
C00370,B2C Consumer,West Coast,Organic Search,1978.23,2.79,0.657,Online,0.07,1
C00371,B2C Consumer,Southwest,Referral,2440.65,3.62,0.511,In-Store,0.093,1
C00372,B2C Consumer,West Coast,Direct / Walk-in,550.35,3.75,0.82,In-Store,0.088,1
C00373,B2C Consumer,Southwest,Social Media,333.04,3.89,0.924,In-Store,0.1,1
C00374,B2C Consumer,Southwest,Direct / Walk-in,1041.07,2.06,0.588,Online,0.089,1
C00375,B2C Consumer,West Coast,Email Campaign,538.01,3.53,0.786,Online,0.09,1
C00376,B2C Consumer,Northeast,Social Media,975.88,3.31,0.742,Online,0.091,1
C00377,B2C Consumer,Southeast,Referral,1343.82,2.08,0.52,Online,0.079,1
C00378,B2C Consumer,West Coast,Paid Search,1763.13,1.69,0.624,In-Store,0.084,1
C00379,B2C Consumer,West Coast,Direct / Walk-in,1490.01,3.66,0.717,In-Store,0.09,1
C00380,B2C Consumer,Midwest,Referral,1412.64,2.48,0.797,Online,0.089,1
C00381,B2C Consumer,Midwest,Paid Search,1401.84,2.05,0.707,In-Store,0.075,1
C00382,B2C Consumer,Southeast,Paid Search,232.64,3.57,0.829,Online,0.091,1
C00383,B2C Consumer,Southeast,Paid Search,1941.81,1.9,0.715,In-Store,0.077,1
C00384,B2C Consumer,Northeast,Email Campaign,2408.39,3.41,0.885,Online,0.095,1
C00385,B2C Consumer,Southwest,Social Media,725.96,3.09,0.6,Online,0.095,1
C00386,B2C Consumer,Midwest,Direct / Walk-in,1186.01,1.57,0.716,Online,0.074,1
C00387,B2C Consumer,Midwest,Paid Search,2484.49,1.61,0.842,Online,0.082,1
C00388,B2C Consumer,Midwest,Email Campaign,2387.14,2.94,0.661,In-Store,0.078,1
C00389,B2C Consumer,Midwest,Paid Search,1710.25,2.1,0.586,In-Store,0.073,1
C00390,B2C Consumer,Midwest,Organic Search,289.54,1.59,0.579,In-Store,0.078,0
C00391,B2C Consumer,West Coast,Email Campaign,1495.65,2.57,0.647,In-Store,0.074,1
C00392,B2C Consumer,Southeast,Referral,1164.73,3.45,0.714,Online,0.076,1
C00393,B2C Consumer,Northeast,Email Campaign,1565.75,1.58,0.786,Online,0.079,1
C00394,B2C Consumer,Northeast,Email Campaign,418.62,3.57,0.521,In-Store,0.093,1
C00395,B2C Consumer,Southwest,Email Campaign,1386.02,2.66,0.52,Online,0.098,1
C00396,B2C Consumer,West Coast,Direct / Walk-in,1423.65,2.98,0.528,Online,0.092,1
C00397,B2C Consumer,International,Referral,899.07,2.08,0.501,In-Store,0.099,1
C00398,B2C Consumer,Southwest,Organic Search,2151.38,2.56,0.636,Online,0.091,1
C00399,B2C Consumer,International,Organic Search,1053.16,3.75,0.863,In-Store,0.093,1
C00400,B2C Consumer,West Coast,Organic Search,1075.59,2.54,0.839,Online,0.078,1
C00401,B2C Consumer,Northeast,Email Campaign,1645.4,2.7,0.663,In-Store,0.089,1
C00402,B2C Consumer,West Coast,Direct / Walk-in,1995.68,3.27,0.577,In-Store,0.083,1
C00403,B2C Consumer,Midwest,Direct / Walk-in,2318.29,3.24,0.828,In-Store,0.078,1
C00404,B2C Consumer,West Coast,Organic Search,994.29,2.34,0.94,In-Store,0.091,1
C00405,B2C Consumer,West Coast,Organic Search,917.56,2.71,0.728,Online,0.097,1
C00406,B2C Consumer,Midwest,Social Media,486.08,3.49,0.777,In-Store,0.073,1
C00407,B2C Consumer,West Coast,Email Campaign,1824.24,2.84,0.743,Online,0.079,1
C00408,B2C Consumer,West Coast,Direct / Walk-in,1471.23,2.49,0.559,In-Store,0.075,1
C00409,B2C Consumer,Southeast,Direct / Walk-in,1747.22,3.49,0.613,Online,0.087,1
C00410,B2C Consumer,Midwest,Email Campaign,227.96,3.19,0.523,Online,0.079,1
C00411,B2C Consumer,Midwest,Social Media,1628.97,2.34,0.83,Online,0.072,1
C00412,B2C Consumer,International,Paid Search,1195.36,3.21,0.65,Online,0.081,0
C00413,B2C Consumer,West Coast,Social Media,1744.4,3.08,0.59,Online,0.093,1
C00414,B2C Consumer,West Coast,Paid Search,2364.93,3.79,0.505,Online,0.099,1
C00415,B2C Consumer,Southeast,Referral,2451.6,2.89,0.585,Online,0.076,1
C00416,B2C Consumer,Midwest,Email Campaign,672.27,2.71,0.621,Online,0.09,0
C00417,B2C Consumer,Midwest,Email Campaign,373.84,3.88,0.634,Online,0.088,1
C00418,B2C Consumer,Southeast,Direct / Walk-in,1675.75,3.26,0.668,Online,0.084,1
C00419,B2C Consumer,International,Organic Search,1409.24,2.12,0.501,Online,0.074,1
C00420,B2C Consumer,West Coast,Email Campaign,1894.03,3.71,0.591,Online,0.091,1
C00421,B2C Consumer,Southwest,Organic Search,235.41,2.96,0.614,Online,0.099,1
C00422,B2C Consumer,West Coast,Direct / Walk-in,633.64,3.18,0.94,Online,0.07,1
C00423,B2C Consumer,Midwest,Social Media,1921.28,3.79,0.695,Online,0.083,1
C00424,B2C Consumer,Southeast,Email Campaign,1555.74,3.03,0.787,Online,0.091,1
C00425,B2C Consumer,Northeast,Referral,2218.18,3.35,0.506,Online,0.076,1
C00426,B2C Consumer,Southeast,Email Campaign,1255.56,3.33,0.773,Online,0.072,0
C00427,B2C Consumer,Southeast,Paid Search,2051.71,3.56,0.92,Online,0.076,1
C00428,B2C Consumer,Northeast,Email Campaign,1399.33,1.67,0.667,In-Store,0.088,1
C00429,B2C Consumer,Northeast,Social Media,1047.43,3.74,0.8,In-Store,0.084,1
C00430,B2C Consumer,Midwest,Email Campaign,1822.56,2.57,0.699,Online,0.098,1
C00431,B2C Consumer,Southeast,Direct / Walk-in,2005.72,3.0,0.59,Online,0.082,1
C00432,B2C Consumer,Southwest,Social Media,442.4,3.41,0.684,Online,0.078,1
C00433,B2C Consumer,West Coast,Referral,2009.0,3.86,0.836,In-Store,0.095,1
C00434,B2C Consumer,Southwest,Referral,218.32,3.81,0.699,Online,0.078,1
C00435,B2C Consumer,Southeast,Social Media,2207.06,3.57,0.597,In-Store,0.094,1
C00436,B2C Consumer,Northeast,Paid Search,824.45,2.08,0.643,In-Store,0.072,1
C00437,B2C Consumer,International,Organic Search,2175.28,3.19,0.877,In-Store,0.092,1
C00438,B2C Consumer,International,Organic Search,568.84,3.18,0.581,Online,0.077,1
C00439,B2C Consumer,Northeast,Referral,1853.1,3.33,0.732,Online,0.073,1
C00440,B2C Consumer,Midwest,Paid Search,2227.82,1.8,0.786,Online,0.074,1
C00441,B2C Consumer,Midwest,Direct / Walk-in,583.94,2.11,0.62,Online,0.092,1
C00442,B2C Consumer,Midwest,Referral,1153.89,3.38,0.892,Online,0.082,1
C00443,B2C Consumer,West Coast,Paid Search,953.37,2.87,0.759,Online,0.098,1
C00444,B2C Consumer,West Coast,Referral,975.58,1.86,0.811,Online,0.082,0
C00445,B2C Consumer,Southeast,Organic Search,2388.32,3.44,0.775,In-Store,0.09,1
C00446,B2C Consumer,West Coast,Referral,710.37,3.29,0.897,In-Store,0.091,1
C00447,B2C Consumer,West Coast,Organic Search,2210.59,2.01,0.557,Online,0.086,1
C00448,B2C Consumer,Midwest,Paid Search,1130.51,2.71,0.506,Online,0.089,1
C00449,B2C Consumer,Southeast,Direct / Walk-in,1302.3,1.95,0.834,In-Store,0.086,0
C00450,B2C Consumer,Southeast,Paid Search,1380.75,3.97,0.604,In-Store,0.071,1
C00451,B2C Consumer,Midwest,Direct / Walk-in,1877.24,3.02,0.818,Online,0.081,1
C00452,B2C Consumer,Midwest,Email Campaign,1072.22,3.58,0.879,Online,0.089,1
C00453,B2C Consumer,Northeast,Social Media,1962.98,2.96,0.852,In-Store,0.094,1
C00454,B2C Consumer,Northeast,Email Campaign,1743.66,3.05,0.834,Online,0.076,0
C00455,B2C Consumer,West Coast,Paid Search,2288.93,3.4,0.769,Online,0.097,1
C00456,B2C Consumer,International,Direct / Walk-in,559.9,2.68,0.822,Online,0.076,1
C00457,B2C Consumer,West Coast,Email Campaign,2181.48,3.67,0.826,In-Store,0.087,1
C00458,B2C Consumer,Southeast,Social Media,1220.88,2.63,0.931,Online,0.086,1
C00459,B2C Consumer,Midwest,Direct / Walk-in,1920.94,2.06,0.738,In-Store,0.084,1
C00460,B2C Consumer,Midwest,Social Media,2094.67,1.66,0.85,In-Store,0.084,0
C00461,B2C Consumer,Southwest,Paid Search,1807.58,2.42,0.695,Online,0.078,1
C00462,B2C Consumer,West Coast,Email Campaign,2095.95,3.08,0.886,In-Store,0.083,1
C00463,B2C Consumer,West Coast,Referral,2098.46,3.61,0.612,Online,0.072,1
C00464,B2C Consumer,Southwest,Social Media,951.27,3.37,0.863,In-Store,0.1,1
C00465,B2C Consumer,West Coast,Referral,499.19,1.56,0.662,In-Store,0.087,1
C00466,B2C Consumer,West Coast,Email Campaign,236.21,1.54,0.912,In-Store,0.079,1
C00467,B2C Consumer,Midwest,Paid Search,1495.81,3.06,0.889,Online,0.087,0
C00468,B2C Consumer,Midwest,Email Campaign,1755.09,1.85,0.76,Online,0.096,1
C00469,B2C Consumer,Southeast,Social Media,1413.66,2.03,0.948,In-Store,0.089,1
C00470,B2C Consumer,Southwest,Direct / Walk-in,1564.26,1.63,0.705,Online,0.09,1
C00471,B2C Consumer,Midwest,Referral,1652.78,1.64,0.79,In-Store,0.072,1
C00472,B2C Consumer,Northeast,Social Media,1151.8,2.01,0.519,Online,0.084,0
C00473,B2C Consumer,Southeast,Social Media,1776.41,1.56,0.577,Online,0.084,1
C00474,B2C Consumer,International,Email Campaign,1669.77,3.88,0.897,Online,0.095,1
C00475,B2C Consumer,International,Paid Search,1903.3,1.74,0.767,In-Store,0.072,1
C00476,B2C Consumer,Northeast,Social Media,2226.24,3.71,0.797,Online,0.096,0
C00477,B2C Consumer,Midwest,Referral,2040.17,3.71,0.556,Online,0.076,1
C00478,B2C Consumer,Northeast,Referral,343.51,2.34,0.53,In-Store,0.095,1
C00479,B2C Consumer,International,Referral,395.74,2.46,0.532,Online,0.077,1
C00480,B2C Consumer,International,Paid Search,372.09,2.6,0.738,In-Store,0.075,1
C00481,B2C Consumer,Southwest,Email Campaign,950.38,2.25,0.605,Online,0.078,1
C00482,B2C Consumer,West Coast,Referral,343.9,2.03,0.864,Online,0.08,1
C00483,B2C Consumer,International,Paid Search,2107.42,3.27,0.778,Online,0.084,1
C00484,B2C Consumer,International,Email Campaign,207.22,1.94,0.894,Online,0.1,1
C00485,B2C Consumer,Southeast,Referral,1162.8,2.65,0.826,Online,0.09,1
C00486,B2C Consumer,Southeast,Referral,2475.74,3.72,0.667,Online,0.085,1
C00487,B2C Consumer,Southwest,Social Media,1780.19,3.15,0.553,In-Store,0.074,1
C00488,B2C Consumer,Midwest,Organic Search,1381.86,3.76,0.9,In-Store,0.085,1
C00489,B2C Consumer,Southwest,Paid Search,2200.09,2.51,0.937,In-Store,0.092,1
C00490,B2C Consumer,International,Social Media,580.2,3.64,0.721,Online,0.097,1
C00491,B2C Consumer,International,Direct / Walk-in,528.9,2.44,0.859,Online,0.073,1
C00492,B2C Consumer,West Coast,Referral,602.78,3.18,0.599,Online,0.096,1
C00493,B2C Consumer,International,Social Media,201.5,3.68,0.857,Online,0.093,1
C00494,B2C Consumer,Northeast,Organic Search,1007.8,1.73,0.719,In-Store,0.071,1
C00495,B2C Consumer,Midwest,Paid Search,2007.37,2.97,0.503,In-Store,0.091,1
C00496,B2C Consumer,International,Paid Search,1379.72,3.26,0.921,Online,0.091,1
C00497,B2C Consumer,Midwest,Referral,1954.65,1.61,0.791,Online,0.09,1
C00498,B2C Consumer,Southwest,Referral,315.56,1.59,0.748,Online,0.095,1
C00499,B2C Consumer,Midwest,Email Campaign,1232.79,2.09,0.522,In-Store,0.073,1
C00500,B2C Consumer,Midwest,Direct / Walk-in,1799.94,3.03,0.59,Online,0.087,1
C00501,B2C Consumer,Northeast,Paid Search,1758.0,2.91,0.918,Online,0.072,1
C00502,B2C Consumer,Midwest,Direct / Walk-in,401.36,2.21,0.688,Online,0.08,1
C00503,B2C Consumer,Midwest,Social Media,1573.77,3.13,0.587,Online,0.089,1
C00504,B2C Consumer,Southwest,Social Media,1005.95,3.78,0.653,Online,0.09,1
C00505,B2C Consumer,Southwest,Social Media,2477.25,2.28,0.653,Online,0.083,1
C00506,B2C Consumer,Southeast,Organic Search,2351.61,1.96,0.668,In-Store,0.072,1
C00507,B2C Consumer,Southwest,Direct / Walk-in,1232.19,3.78,0.585,Online,0.072,0
C00508,B2C Consumer,Southwest,Paid Search,607.54,2.24,0.552,In-Store,0.094,1
C00509,B2C Consumer,Northeast,Referral,773.75,3.29,0.885,Online,0.093,1
C00510,B2C Consumer,Northeast,Direct / Walk-in,638.4,1.96,0.654,Online,0.095,1
C00511,B2C Consumer,International,Referral,1422.35,2.22,0.722,Online,0.088,1
C00512,B2C Consumer,West Coast,Organic Search,1097.28,2.39,0.52,Online,0.07,1
C00513,B2C Consumer,West Coast,Social Media,2207.94,2.81,0.815,Online,0.087,0
C00514,B2C Consumer,Midwest,Referral,1993.97,1.75,0.534,Online,0.073,1
C00515,B2C Consumer,West Coast,Organic Search,2260.11,3.46,0.815,Online,0.096,1
C00516,B2C Consumer,Southeast,Referral,1506.34,2.24,0.922,In-Store,0.1,1
C00517,B2C Consumer,Southeast,Referral,752.16,1.86,0.552,Online,0.086,1
C00518,B2C Consumer,West Coast,Organic Search,781.57,2.94,0.662,In-Store,0.095,1
C00519,B2C Consumer,West Coast,Direct / Walk-in,2053.14,2.32,0.594,Online,0.084,1
C00520,B2C Consumer,International,Email Campaign,708.85,2.45,0.864,In-Store,0.082,1
C00521,B2C Consumer,West Coast,Email Campaign,238.54,3.2,0.534,Online,0.088,0
C00522,B2C Consumer,Southeast,Social Media,774.48,3.14,0.779,Online,0.098,1
C00523,B2C Consumer,Southwest,Email Campaign,1979.22,1.61,0.812,Online,0.077,1
C00524,B2C Consumer,Southeast,Social Media,2073.74,3.03,0.668,Online,0.073,1
C00525,B2C Consumer,West Coast,Direct / Walk-in,1754.39,3.15,0.532,Online,0.075,1
C00526,B2C Consumer,Southwest,Direct / Walk-in,559.45,2.05,0.733,In-Store,0.073,1
C00527,B2C Consumer,Midwest,Organic Search,920.02,3.59,0.523,Online,0.081,1
C00528,B2C Consumer,Midwest,Direct / Walk-in,1930.52,2.83,0.805,Online,0.092,1
C00529,B2C Consumer,West Coast,Referral,218.54,3.86,0.607,Online,0.093,1
C00530,B2C Consumer,Southeast,Paid Search,773.86,2.87,0.623,In-Store,0.076,0
C00531,B2C Consumer,Midwest,Paid Search,214.67,3.95,0.935,Online,0.092,1
C00532,B2C Consumer,International,Direct / Walk-in,1213.32,1.83,0.672,Online,0.084,1
C00533,B2C Consumer,Northeast,Social Media,639.6,2.65,0.694,Online,0.076,1
C00534,B2C Consumer,West Coast,Referral,906.6,2.87,0.688,Online,0.075,1
C00535,B2C Consumer,Northeast,Paid Search,2265.32,1.71,0.677,Online,0.07,1
C00536,B2C Consumer,Southwest,Paid Search,376.66,2.09,0.874,In-Store,0.079,1
C00537,B2C Consumer,International,Paid Search,2330.87,2.55,0.523,Online,0.087,1
C00538,B2C Consumer,West Coast,Email Campaign,1541.48,1.53,0.854,Online,0.071,1
C00539,B2C Consumer,West Coast,Social Media,2439.74,2.86,0.624,In-Store,0.078,0
C00540,B2C Consumer,International,Social Media,1180.08,3.58,0.863,Online,0.077,1
C00541,B2C Consumer,West Coast,Paid Search,419.33,2.63,0.652,In-Store,0.073,1
C00542,B2C Consumer,Southeast,Referral,2202.46,3.4,0.827,Online,0.091,1
C00543,B2C Consumer,West Coast,Paid Search,679.75,2.24,0.91,Online,0.092,1
C00544,B2C Consumer,Southeast,Direct / Walk-in,488.8,1.93,0.872,Online,0.08,1
C00545,B2C Consumer,Midwest,Direct / Walk-in,2444.88,2.36,0.652,Online,0.074,1
C00546,B2C Consumer,International,Direct / Walk-in,2212.77,3.48,0.563,Online,0.073,1
C00547,B2C Consumer,International,Email Campaign,1029.09,3.18,0.622,Online,0.1,1
C00548,B2C Consumer,Southwest,Email Campaign,588.84,2.38,0.843,Online,0.089,0
C00549,B2C Consumer,Southeast,Email Campaign,1145.74,2.57,0.649,Online,0.096,1
C00550,B2C Consumer,West Coast,Email Campaign,841.56,1.82,0.545,Online,0.086,1
C00551,B2C Consumer,Northeast,Organic Search,1332.13,1.99,0.793,In-Store,0.094,1
C00552,B2C Consumer,Southwest,Social Media,340.32,2.22,0.542,In-Store,0.074,1
C00553,B2C Consumer,Midwest,Organic Search,2371.04,3.41,0.502,Online,0.081,1
C00554,B2C Consumer,West Coast,Paid Search,1792.41,2.08,0.781,In-Store,0.077,1
C00555,B2C Consumer,West Coast,Direct / Walk-in,480.62,3.25,0.551,In-Store,0.076,1
C00556,B2C Consumer,Southwest,Organic Search,1270.27,1.53,0.537,Online,0.071,1
C00557,B2C Consumer,Northeast,Email Campaign,1460.73,1.94,0.633,Online,0.099,1
C00558,B2C Consumer,Southwest,Referral,1526.83,2.91,0.725,Online,0.073,1
C00559,B2C Consumer,International,Paid Search,2309.72,2.52,0.564,In-Store,0.079,1
C00560,B2C Consumer,West Coast,Social Media,1592.61,2.27,0.877,Online,0.087,1
C00561,B2C Consumer,West Coast,Email Campaign,387.83,3.81,0.647,Online,0.083,1
C00562,B2C Consumer,Southwest,Organic Search,1729.63,2.89,0.654,Online,0.073,1
C00563,B2C Consumer,Southwest,Paid Search,932.0,3.74,0.79,Online,0.079,0
C00564,B2C Consumer,West Coast,Email Campaign,1020.17,2.14,0.506,Online,0.096,0
C00565,B2C Consumer,Midwest,Referral,1383.26,1.71,0.747,Online,0.088,1
C00566,B2C Consumer,Northeast,Organic Search,924.31,1.74,0.58,In-Store,0.083,1
C00567,B2C Consumer,Southeast,Email Campaign,2250.03,2.66,0.644,Online,0.08,1
C00568,B2C Consumer,Southwest,Direct / Walk-in,1562.29,3.24,0.664,In-Store,0.09,1
C00569,B2C Consumer,Southwest,Referral,790.51,3.51,0.692,In-Store,0.073,1
C00570,B2C Consumer,West Coast,Social Media,1965.25,2.27,0.721,In-Store,0.077,1
C00571,B2C Consumer,Southeast,Paid Search,448.5,2.7,0.764,Online,0.073,1
C00572,B2C Consumer,Midwest,Social Media,1290.58,1.67,0.522,Online,0.098,1
C00573,B2C Consumer,Midwest,Direct / Walk-in,780.32,2.27,0.776,In-Store,0.094,1
C00574,B2C Consumer,International,Email Campaign,2287.79,3.99,0.815,In-Store,0.08,0
C00575,B2C Consumer,West Coast,Direct / Walk-in,1884.49,3.81,0.939,In-Store,0.079,0
C00576,B2C Consumer,Southwest,Email Campaign,2340.48,3.19,0.638,Online,0.087,1
C00577,B2C Consumer,Southeast,Social Media,1533.38,2.36,0.867,Online,0.072,1
C00578,B2C Consumer,Midwest,Direct / Walk-in,1348.4,1.77,0.551,In-Store,0.096,1
C00579,B2C Consumer,Northeast,Email Campaign,200.43,3.03,0.777,Online,0.082,1
C00580,B2C Consumer,Northeast,Paid Search,1880.13,1.84,0.589,Online,0.078,1
C00581,B2C Consumer,Southeast,Direct / Walk-in,2196.79,2.24,0.573,Online,0.071,1
C00582,B2C Consumer,International,Paid Search,694.31,1.6,0.664,Online,0.073,1
C00583,B2C Consumer,Southwest,Paid Search,1418.93,3.2,0.767,Online,0.075,1
C00584,B2C Consumer,Midwest,Email Campaign,1195.37,2.99,0.536,In-Store,0.093,1
C00585,B2C Consumer,Southwest,Direct / Walk-in,384.43,2.69,0.784,In-Store,0.094,1
C00586,B2C Consumer,West Coast,Organic Search,943.13,3.97,0.647,Online,0.088,1
C00587,B2C Consumer,Midwest,Referral,1172.11,3.99,0.505,In-Store,0.074,1
C00588,B2C Consumer,International,Email Campaign,986.25,3.68,0.506,Online,0.087,1
C00589,B2C Consumer,Southeast,Social Media,255.45,1.79,0.557,Online,0.084,1
C00590,B2C Consumer,Southeast,Organic Search,2121.36,1.99,0.699,Online,0.078,1
C00591,B2C Consumer,International,Paid Search,2099.64,3.08,0.853,Online,0.082,0
C00592,B2C Consumer,International,Social Media,1154.79,1.54,0.715,Online,0.095,1
C00593,B2C Consumer,West Coast,Paid Search,851.74,3.59,0.744,Online,0.089,1
C00594,B2C Consumer,Midwest,Email Campaign,1907.28,2.11,0.769,Online,0.096,0
C00595,B2C Consumer,Midwest,Paid Search,534.25,2.76,0.528,Online,0.087,1
C00596,B2C Consumer,Northeast,Social Media,793.64,1.78,0.913,In-Store,0.095,0
C00597,B2C Consumer,Northeast,Referral,1237.74,2.33,0.765,Online,0.084,0
C00598,B2C Consumer,Northeast,Organic Search,2031.91,3.39,0.806,Online,0.072,1
C00599,B2C Consumer,West Coast,Email Campaign,308.04,3.82,0.541,Online,0.09,1
C00600,B2C Consumer,Southwest,Email Campaign,961.64,3.41,0.686,Online,0.087,1
C00601,B2C Consumer,Northeast,Paid Search,295.28,3.92,0.747,In-Store,0.073,1
C00602,B2C Consumer,West Coast,Organic Search,317.24,3.04,0.594,Online,0.073,1
C00603,B2C Consumer,Southwest,Referral,845.38,2.37,0.852,In-Store,0.077,1
C00604,B2C Consumer,International,Referral,716.71,2.5,0.684,In-Store,0.075,1
C00605,B2C Consumer,Southeast,Social Media,1881.0,2.55,0.76,In-Store,0.094,1
C00606,B2C Consumer,Northeast,Referral,1791.72,1.85,0.687,Online,0.082,1
C00607,B2C Consumer,International,Direct / Walk-in,511.0,3.19,0.678,Online,0.075,0
C00608,B2C Consumer,West Coast,Paid Search,2286.2,3.98,0.594,Online,0.09,1
C00609,B2C Consumer,International,Referral,1565.7,2.94,0.573,Online,0.087,1
C00610,B2C Consumer,Southeast,Email Campaign,2103.25,2.14,0.713,Online,0.091,1
C00611,B2C Consumer,West Coast,Referral,1148.53,1.99,0.731,Online,0.083,1
C00612,B2C Consumer,International,Referral,340.14,3.24,0.582,Online,0.082,0
C00613,B2C Consumer,West Coast,Direct / Walk-in,410.01,2.3,0.547,Online,0.087,1
C00614,B2C Consumer,Midwest,Paid Search,1843.15,2.4,0.556,Online,0.089,1
C00615,B2C Consumer,Northeast,Social Media,479.9,2.97,0.642,Online,0.094,1
C00616,B2C Consumer,International,Email Campaign,788.21,2.32,0.574,Online,0.094,1
C00617,B2C Consumer,Northeast,Referral,1566.31,2.97,0.53,In-Store,0.075,1
C00618,B2C Consumer,Southeast,Direct / Walk-in,1844.27,2.95,0.507,Online,0.088,1
