inventory_id,product_id,warehouse_id,snapshot_date,opening_stock,units_received,units_sold,closing_stock,days_of_supply,units_on_order,reorder_triggered,stockout_flag,fill_rate_daily
INV0002962,P0007,WH002,2024-02-07,213,0,6,207,11.9,175,0,0,1.0
INV0002963,P0007,WH002,2024-02-08,207,0,20,187,10.7,175,0,0,1.0
INV0002964,P0007,WH002,2024-02-09,187,0,23,164,9.4,175,0,0,1.0
INV0002965,P0007,WH002,2024-02-10,164,0,7,157,9.0,175,0,0,1.0
INV0002966,P0007,WH002,2024-02-11,157,0,5,152,8.7,175,0,0,1.0
INV0002967,P0007,WH002,2024-02-12,152,0,7,145,8.3,175,0,0,1.0
INV0002968,P0007,WH002,2024-02-13,145,0,13,132,7.6,175,0,0,1.0
INV0002969,P0007,WH002,2024-02-14,132,0,16,116,6.7,175,0,0,1.0
INV0002970,P0007,WH002,2024-02-15,116,0,16,100,5.7,175,0,0,1.0
INV0002971,P0007,WH002,2024-02-16,275,175,31,244,14.0,175,1,0,1.0
INV0002972,P0007,WH002,2024-02-17,244,0,5,239,13.7,175,0,0,1.0
INV0002973,P0007,WH002,2024-02-18,239,0,32,207,11.9,175,0,0,1.0
INV0002974,P0007,WH002,2024-02-19,207,0,7,200,11.5,175,0,0,1.0
INV0002975,P0007,WH002,2024-02-20,200,0,15,185,10.6,175,0,0,1.0
INV0002976,P0007,WH002,2024-02-21,185,0,13,172,9.9,175,0,0,1.0
INV0002977,P0007,WH002,2024-02-22,172,0,3,169,9.7,175,0,0,1.0
INV0002978,P0007,WH002,2024-02-23,169,0,17,152,8.7,175,0,0,1.0
INV0002979,P0007,WH002,2024-02-24,152,0,45,107,6.1,175,0,0,1.0
INV0002980,P0007,WH002,2024-02-25,107,0,33,74,4.3,175,0,0,1.0
INV0002981,P0007,WH002,2024-02-26,74,0,5,69,4.0,175,0,0,1.0
INV0002982,P0007,WH002,2024-02-27,244,175,15,229,13.2,175,1,0,1.0
INV0002983,P0007,WH002,2024-02-28,229,0,17,212,12.2,175,0,0,1.0
INV0002984,P0007,WH002,2024-02-29,212,0,9,203,11.7,175,0,0,1.0
INV0002985,P0007,WH002,2024-03-01,203,0,14,189,10.9,175,0,0,1.0
INV0002986,P0007,WH002,2024-03-02,189,0,16,173,9.9,175,0,0,1.0
INV0002987,P0007,WH002,2024-03-03,173,0,26,147,8.4,175,0,0,1.0
INV0002988,P0007,WH002,2024-03-04,147,0,6,141,8.1,175,0,0,1.0
INV0002989,P0007,WH002,2024-03-05,141,0,9,132,7.6,175,0,0,1.0
INV0002990,P0007,WH002,2024-03-06,132,0,4,128,7.4,175,0,0,1.0
INV0002991,P0007,WH002,2024-03-07,128,0,10,118,6.8,175,0,0,1.0
INV0002992,P0007,WH002,2024-03-08,118,0,42,76,4.4,175,0,0,1.0
INV0002993,P0007,WH002,2024-03-09,251,175,33,218,12.5,175,1,0,1.0
INV0002994,P0007,WH002,2024-03-10,218,0,7,211,12.1,175,0,0,1.0
INV0002995,P0007,WH002,2024-03-11,211,0,9,202,11.6,175,0,0,1.0
INV0002996,P0007,WH002,2024-03-12,202,0,14,188,10.8,175,0,0,1.0
INV0002997,P0007,WH002,2024-03-13,188,0,29,159,9.1,175,0,0,1.0
INV0002998,P0007,WH002,2024-03-14,159,0,6,153,8.8,175,0,0,1.0
INV0002999,P0007,WH002,2024-03-15,153,0,9,144,8.3,175,0,0,1.0
INV0003000,P0007,WH002,2024-03-16,144,0,39,105,6.0,175,0,0,1.0
INV0003001,P0007,WH002,2024-03-17,105,0,10,95,5.5,175,0,0,1.0
INV0003002,P0007,WH002,2024-03-18,95,0,3,92,5.3,175,0,0,1.0
INV0003003,P0007,WH002,2024-03-19,267,175,7,260,14.9,0,0,0,1.0
INV0003004,P0007,WH002,2024-03-20,260,0,32,228,13.1,175,1,0,1.0
INV0003005,P0007,WH002,2024-03-21,228,0,22,206,11.8,175,0,0,1.0
INV0003006,P0007,WH002,2024-03-22,206,0,14,192,11.0,175,0,0,1.0
INV0003007,P0007,WH002,2024-03-23,192,0,16,176,10.1,175,0,0,1.0
INV0003008,P0007,WH002,2024-03-24,176,0,19,157,9.0,175,0,0,1.0
INV0003009,P0007,WH002,2024-03-25,157,0,16,141,8.1,175,0,0,1.0
INV0003010,P0007,WH002,2024-03-26,141,0,24,117,6.7,175,0,0,1.0
INV0003011,P0007,WH002,2024-03-27,117,0,13,104,6.0,175,0,0,1.0
INV0003012,P0007,WH002,2024-03-28,104,0,9,95,5.5,175,0,0,1.0
INV0003013,P0007,WH002,2024-03-29,95,0,11,84,4.8,175,0,0,1.0
INV0003014,P0007,WH002,2024-03-30,84,0,25,59,3.4,175,0,0,1.0
INV0003015,P0007,WH002,2024-03-31,234,175,30,204,11.7,175,1,0,1.0
INV0003016,P0007,WH002,2024-04-01,204,0,17,187,10.7,175,0,0,1.0
INV0003017,P0007,WH002,2024-04-02,187,0,50,137,7.9,175,0,0,1.0
INV0003018,P0007,WH002,2024-04-03,137,0,19,118,6.8,175,0,0,1.0
INV0003019,P0007,WH002,2024-04-04,118,0,26,92,5.3,175,0,0,1.0
INV0003020,P0007,WH002,2024-04-05,92,0,16,76,4.4,175,0,0,1.0
INV0003021,P0007,WH002,2024-04-06,76,0,48,28,1.6,175,0,0,1.0
INV0003022,P0007,WH002,2024-04-07,28,0,21,7,0.4,175,0,0,1.0
INV0003023,P0007,WH002,2024-04-08,7,0,7,0,0.0,175,0,1,0.2917
INV0003024,P0007,WH002,2024-04-09,0,0,0,0,0.0,175,0,1,0.0
INV0003025,P0007,WH002,2024-04-10,0,0,0,0,0.0,175,0,1,0.0
INV0003026,P0007,WH002,2024-04-11,175,175,10,165,9.5,175,1,0,1.0
INV0003027,P0007,WH002,2024-04-12,165,0,21,144,8.3,175,0,0,1.0
INV0003028,P0007,WH002,2024-04-13,144,0,18,126,7.2,175,0,0,1.0
INV0003029,P0007,WH002,2024-04-14,126,0,18,108,6.2,175,0,0,1.0
INV0003030,P0007,WH002,2024-04-15,108,0,9,99,5.7,175,0,0,1.0
INV0003031,P0007,WH002,2024-04-16,99,0,11,88,5.1,175,0,0,1.0
INV0003032,P0007,WH002,2024-04-17,88,0,15,73,4.2,175,0,0,1.0
INV0003033,P0007,WH002,2024-04-18,73,0,5,68,3.9,175,0,0,1.0
INV0003034,P0007,WH002,2024-04-19,68,0,16,52,3.0,175,0,0,1.0
INV0003035,P0007,WH002,2024-04-20,52,0,8,44,2.5,175,0,0,1.0
INV0003036,P0007,WH002,2024-04-21,44,0,38,6,0.3,175,0,0,1.0
INV0003037,P0007,WH002,2024-04-22,6,0,6,0,0.0,175,0,1,0.1224
INV0003038,P0007,WH002,2024-04-23,175,175,24,151,8.7,175,1,0,1.0
INV0003039,P0007,WH002,2024-04-24,151,0,26,125,7.2,175,0,0,1.0
INV0003040,P0007,WH002,2024-04-25,125,0,42,83,4.8,175,0,0,1.0
INV0003041,P0007,WH002,2024-04-26,83,0,17,66,3.8,175,0,0,1.0
INV0003042,P0007,WH002,2024-04-27,66,0,14,52,3.0,175,0,0,1.0
INV0003043,P0007,WH002,2024-04-28,52,0,9,43,2.5,175,0,0,1.0
INV0003044,P0007,WH002,2024-04-29,43,0,9,34,2.0,175,0,0,1.0
INV0003045,P0007,WH002,2024-04-30,34,0,18,16,0.9,175,0,0,1.0
INV0003046,P0007,WH002,2024-05-01,16,0,3,13,0.7,175,0,0,1.0
INV0003047,P0007,WH002,2024-05-02,13,0,13,0,0.0,175,0,1,0.9286
INV0003048,P0007,WH002,2024-05-03,0,0,0,0,0.0,175,0,1,0.0
INV0003049,P0007,WH002,2024-05-04,175,175,14,161,9.3,175,1,0,1.0
INV0003050,P0007,WH002,2024-05-05,161,0,17,144,8.3,175,0,0,1.0
INV0003051,P0007,WH002,2024-05-06,144,0,23,121,7.0,175,0,0,1.0
INV0003052,P0007,WH002,2024-05-07,121,0,10,111,6.4,175,0,0,1.0
INV0003053,P0007,WH002,2024-05-08,111,0,32,79,4.5,175,0,0,1.0
INV0003054,P0007,WH002,2024-05-09,79,0,41,38,2.2,175,0,0,1.0
INV0003055,P0007,WH002,2024-05-10,38,0,15,23,1.3,175,0,0,1.0
INV0003056,P0007,WH002,2024-05-11,23,0,17,6,0.3,175,0,0,1.0
INV0003057,P0007,WH002,2024-05-12,6,0,6,0,0.0,175,0,1,0.6667
INV0003058,P0007,WH002,2024-05-13,0,0,0,0,0.0,175,0,1,0.0
INV0003059,P0007,WH002,2024-05-14,0,0,0,0,0.0,175,0,1,0.0
INV0003060,P0007,WH002,2024-05-15,175,175,8,167,9.6,175,1,0,1.0
INV0003061,P0007,WH002,2024-05-16,167,0,44,123,7.1,175,0,0,1.0
INV0003062,P0007,WH002,2024-05-17,123,0,25,98,5.6,175,0,0,1.0
INV0003063,P0007,WH002,2024-05-18,98,0,17,81,4.7,175,0,0,1.0
INV0003064,P0007,WH002,2024-05-19,81,0,18,63,3.6,175,0,0,1.0
INV0003065,P0007,WH002,2024-05-20,63,0,3,60,3.4,175,0,0,1.0
INV0003066,P0007,WH002,2024-05-21,60,0,57,3,0.2,175,0,0,1.0
INV0003067,P0007,WH002,2024-05-22,3,0,3,0,0.0,175,0,1,0.1364
INV0003068,P0007,WH002,2024-05-23,0,0,0,0,0.0,175,0,1,0.0
INV0003069,P0007,WH002,2024-05-24,0,0,0,0,0.0,175,0,1,0.0
INV0003070,P0007,WH002,2024-05-25,0,0,0,0,0.0,175,0,1,0.0
INV0003071,P0007,WH002,2024-05-26,0,0,0,0,0.0,175,0,1,0.0
INV0003072,P0007,WH002,2024-05-27,175,175,44,131,7.5,175,1,0,1.0
INV0003073,P0007,WH002,2024-05-28,131,0,15,116,6.7,175,0,0,1.0
INV0003074,P0007,WH002,2024-05-29,116,0,57,59,3.4,175,0,0,1.0
INV0003075,P0007,WH002,2024-05-30,59,0,23,36,2.1,175,0,0,1.0
INV0003076,P0007,WH002,2024-05-31,36,0,18,18,1.0,175,0,0,1.0
INV0003077,P0007,WH002,2024-06-01,18,0,12,6,0.3,175,0,0,1.0
INV0003078,P0007,WH002,2024-06-02,6,0,6,0,0.0,175,0,1,0.3333
INV0003079,P0007,WH002,2024-06-03,0,0,0,0,0.0,175,0,1,0.0
INV0003080,P0007,WH002,2024-06-04,0,0,0,0,0.0,175,0,1,0.0
INV0003081,P0007,WH002,2024-06-05,0,0,0,0,0.0,175,0,1,0.0
INV0003082,P0007,WH002,2024-06-06,0,0,0,0,0.0,175,0,1,0.0
INV0003083,P0007,WH002,2024-06-07,175,175,40,135,7.8,175,1,0,1.0
INV0003084,P0007,WH002,2024-06-08,135,0,21,114,6.6,175,0,0,1.0
INV0003085,P0007,WH002,2024-06-09,114,0,27,87,5.0,175,0,0,1.0
INV0003086,P0007,WH002,2024-06-10,87,0,5,82,4.7,175,0,0,1.0
INV0003087,P0007,WH002,2024-06-11,82,0,21,61,3.5,175,0,0,1.0
INV0003088,P0007,WH002,2024-06-12,61,0,8,53,3.0,175,0,0,1.0
INV0003089,P0007,WH002,2024-06-13,53,0,20,33,1.9,175,0,0,1.0
INV0003090,P0007,WH002,2024-06-14,33,0,5,28,1.6,175,0,0,1.0
INV0003091,P0007,WH002,2024-06-15,28,0,28,0,0.0,175,0,1,0.8235
INV0003092,P0007,WH002,2024-06-16,0,0,0,0,0.0,175,0,1,0.0
INV0003093,P0007,WH002,2024-06-17,0,0,0,0,0.0,175,0,1,0.0
INV0003094,P0007,WH002,2024-06-18,0,0,0,0,0.0,175,0,1,0.0
INV0003095,P0007,WH002,2024-06-19,175,175,24,151,8.7,175,1,0,1.0
INV0003096,P0007,WH002,2024-06-20,151,0,20,131,7.5,175,0,0,1.0
INV0003097,P0007,WH002,2024-06-21,131,0,18,113,6.5,175,0,0,1.0
INV0003098,P0007,WH002,2024-06-22,113,0,22,91,5.2,175,0,0,1.0
INV0003099,P0007,WH002,2024-06-23,91,0,5,86,4.9,175,0,0,1.0
INV0003100,P0007,WH002,2024-06-24,86,0,7,79,4.5,175,0,0,1.0
INV0003101,P0007,WH002,2024-06-25,79,0,11,68,3.9,175,0,0,1.0
INV0003102,P0007,WH002,2024-06-26,68,0,16,52,3.0,175,0,0,1.0
INV0003103,P0007,WH002,2024-06-27,52,0,37,15,0.9,175,0,0,1.0
INV0003104,P0007,WH002,2024-06-28,15,0,15,0,0.0,175,0,1,0.4286
INV0003105,P0007,WH002,2024-06-29,0,0,0,0,0.0,175,0,1,0.0
INV0003106,P0007,WH002,2024-06-30,175,175,29,146,8.4,175,1,0,1.0
INV0003107,P0007,WH002,2024-07-01,146,0,13,133,7.6,175,0,0,1.0
INV0003108,P0007,WH002,2024-07-02,133,0,6,127,7.3,175,0,0,1.0
INV0003109,P0007,WH002,2024-07-03,127,0,11,116,6.7,175,0,0,1.0
INV0003110,P0007,WH002,2024-07-04,116,0,50,66,3.8,175,0,0,1.0
INV0003111,P0007,WH002,2024-07-05,66,0,14,52,3.0,175,0,0,1.0
INV0003112,P0007,WH002,2024-07-06,52,0,23,29,1.7,175,0,0,1.0
INV0003113,P0007,WH002,2024-07-07,29,0,9,20,1.1,175,0,0,1.0
INV0003114,P0007,WH002,2024-07-08,20,0,6,14,0.8,175,0,0,1.0
INV0003115,P0007,WH002,2024-07-09,14,0,14,0,0.0,175,0,1,0.3111
INV0003116,P0007,WH002,2024-07-10,0,0,0,0,0.0,175,0,1,0.0
INV0003117,P0007,WH002,2024-07-11,175,175,15,160,9.2,175,1,0,1.0
INV0003118,P0007,WH002,2024-07-12,160,0,10,150,8.6,175,0,0,1.0
INV0003119,P0007,WH002,2024-07-13,150,0,39,111,6.4,175,0,0,1.0
INV0003120,P0007,WH002,2024-07-14,111,0,7,104,6.0,175,0,0,1.0
INV0003121,P0007,WH002,2024-07-15,104,0,31,73,4.2,175,0,0,1.0
INV0003122,P0007,WH002,2024-07-16,73,0,22,51,2.9,175,0,0,1.0
INV0003123,P0007,WH002,2024-07-17,51,0,13,38,2.2,175,0,0,1.0
INV0003124,P0007,WH002,2024-07-18,38,0,16,22,1.3,175,0,0,1.0
INV0003125,P0007,WH002,2024-07-19,22,0,9,13,0.7,175,0,0,1.0
INV0003126,P0007,WH002,2024-07-20,13,0,13,0,0.0,175,0,1,0.7222
INV0003127,P0007,WH002,2024-07-21,0,0,0,0,0.0,175,0,1,0.0
INV0003128,P0007,WH002,2024-07-22,175,175,21,154,8.9,175,1,0,1.0
INV0003129,P0007,WH002,2024-07-23,154,0,4,150,8.6,175,0,0,1.0
INV0003130,P0007,WH002,2024-07-24,150,0,7,143,8.2,175,0,0,1.0
INV0003131,P0007,WH002,2024-07-25,143,0,20,123,7.1,175,0,0,1.0
INV0003132,P0007,WH002,2024-07-26,123,0,52,71,4.1,175,0,0,1.0
INV0003133,P0007,WH002,2024-07-27,71,0,28,43,2.5,175,0,0,1.0
INV0003134,P0007,WH002,2024-07-28,43,0,4,39,2.2,175,0,0,1.0
INV0003135,P0007,WH002,2024-07-29,39,0,16,23,1.3,175,0,0,1.0
INV0003136,P0007,WH002,2024-07-30,23,0,9,14,0.8,175,0,0,1.0
INV0003137,P0007,WH002,2024-07-31,14,0,11,3,0.2,175,0,0,1.0
INV0003138,P0007,WH002,2024-08-01,3,0,3,0,0.0,175,0,1,0.2308
INV0003139,P0007,WH002,2024-08-02,175,175,23,152,8.7,175,1,0,1.0
INV0003140,P0007,WH002,2024-08-03,152,0,34,118,6.8,175,0,0,1.0
INV0003141,P0007,WH002,2024-08-04,118,0,5,113,6.5,175,0,0,1.0
INV0003142,P0007,WH002,2024-08-05,113,0,20,93,5.3,175,0,0,1.0
INV0003143,P0007,WH002,2024-08-06,93,0,5,88,5.1,175,0,0,1.0
INV0003144,P0007,WH002,2024-08-07,88,0,25,63,3.6,175,0,0,1.0
INV0003145,P0007,WH002,2024-08-08,63,0,9,54,3.1,175,0,0,1.0
INV0003146,P0007,WH002,2024-08-09,54,0,23,31,1.8,175,0,0,1.0
INV0003147,P0007,WH002,2024-08-10,31,0,14,17,1.0,175,0,0,1.0
INV0003148,P0007,WH002,2024-08-11,17,0,7,10,0.6,175,0,0,1.0
INV0003149,P0007,WH002,2024-08-12,10,0,10,0,0.0,175,0,1,0.8333
INV0003150,P0007,WH002,2024-08-13,175,175,13,162,9.3,175,1,0,1.0
INV0003151,P0007,WH002,2024-08-14,162,0,9,153,8.8,175,0,0,1.0
INV0003152,P0007,WH002,2024-08-15,153,0,10,143,8.2,175,0,0,1.0
INV0003153,P0007,WH002,2024-08-16,143,0,15,128,7.4,175,0,0,1.0
INV0003154,P0007,WH002,2024-08-17,128,0,44,84,4.8,175,0,0,1.0
INV0003155,P0007,WH002,2024-08-18,84,0,29,55,3.2,175,0,0,1.0
INV0003156,P0007,WH002,2024-08-19,55,0,3,52,3.0,175,0,0,1.0
INV0003157,P0007,WH002,2024-08-20,52,0,16,36,2.1,175,0,0,1.0
INV0003158,P0007,WH002,2024-08-21,36,0,5,31,1.8,175,0,0,1.0
INV0003159,P0007,WH002,2024-08-22,31,0,29,2,0.1,175,0,0,1.0
INV0003160,P0007,WH002,2024-08-23,2,0,2,0,0.0,175,0,1,0.0455
INV0003161,P0007,WH002,2024-08-24,175,175,54,121,7.0,175,1,0,1.0
INV0003162,P0007,WH002,2024-08-25,121,0,86,35,2.0,175,0,0,1.0
INV0003163,P0007,WH002,2024-08-26,35,0,2,33,1.9,175,0,0,1.0
INV0003164,P0007,WH002,2024-08-27,33,0,7,26,1.5,175,0,0,1.0
INV0003165,P0007,WH002,2024-08-28,26,0,26,0,0.0,175,0,1,0.8125
INV0003166,P0007,WH002,2024-08-29,0,0,0,0,0.0,175,0,1,0.0
INV0003167,P0007,WH002,2024-08-30,0,0,0,0,0.0,175,0,1,0.0
INV0003168,P0007,WH002,2024-08-31,0,0,0,0,0.0,175,0,1,0.0
INV0003169,P0007,WH002,2024-09-01,0,0,0,0,0.0,175,0,1,0.0
INV0003170,P0007,WH002,2024-09-02,0,0,0,0,0.0,175,0,1,0.0
INV0003171,P0007,WH002,2024-09-03,175,175,3,172,9.9,175,1,0,1.0
INV0003172,P0007,WH002,2024-09-04,172,0,17,155,8.9,175,0,0,1.0
INV0003173,P0007,WH002,2024-09-05,155,0,8,147,8.4,175,0,0,1.0
INV0003174,P0007,WH002,2024-09-06,147,0,28,119,6.8,175,0,0,1.0
INV0003175,P0007,WH002,2024-09-07,119,0,22,97,5.6,175,0,0,1.0
INV0003176,P0007,WH002,2024-09-08,97,0,4,93,5.3,175,0,0,1.0
INV0003177,P0007,WH002,2024-09-09,93,0,5,88,5.1,175,0,0,1.0
INV0003178,P0007,WH002,2024-09-10,88,0,19,69,4.0,175,0,0,1.0
INV0003179,P0007,WH002,2024-09-11,69,0,7,62,3.6,175,0,0,1.0
INV0003180,P0007,WH002,2024-09-12,62,0,30,32,1.8,175,0,0,1.0
INV0003181,P0007,WH002,2024-09-13,32,0,22,10,0.6,175,0,0,1.0
INV0003182,P0007,WH002,2024-09-14,185,175,23,162,9.3,175,1,0,1.0
INV0003183,P0007,WH002,2024-09-15,162,0,50,112,6.4,175,0,0,1.0
INV0003184,P0007,WH002,2024-09-16,112,0,8,104,6.0,175,0,0,1.0
INV0003185,P0007,WH002,2024-09-17,104,0,16,88,5.1,175,0,0,1.0
INV0003186,P0007,WH002,2024-09-18,88,0,7,81,4.7,175,0,0,1.0
INV0003187,P0007,WH002,2024-09-19,81,0,2,79,4.5,175,0,0,1.0
INV0003188,P0007,WH002,2024-09-20,79,0,28,51,2.9,175,0,0,1.0
INV0003189,P0007,WH002,2024-09-21,51,0,6,45,2.6,175,0,0,1.0
INV0003190,P0007,WH002,2024-09-22,45,0,18,27,1.6,175,0,0,1.0
INV0003191,P0007,WH002,2024-09-23,27,0,14,13,0.7,175,0,0,1.0
INV0003192,P0007,WH002,2024-09-24,13,0,13,0,0.0,175,0,1,0.3611
INV0003193,P0007,WH002,2024-09-25,175,175,23,152,8.7,175,1,0,1.0
INV0003194,P0007,WH002,2024-09-26,152,0,11,141,8.1,175,0,0,1.0
INV0003195,P0007,WH002,2024-09-27,141,0,13,128,7.4,175,0,0,1.0
INV0003196,P0007,WH002,2024-09-28,128,0,3,125,7.2,175,0,0,1.0
INV0003197,P0007,WH002,2024-09-29,125,0,2,123,7.1,175,0,0,1.0
INV0003198,P0007,WH002,2024-09-30,123,0,22,101,5.8,175,0,0,1.0
INV0003199,P0007,WH002,2024-10-01,101,0,19,82,4.7,175,0,0,1.0
INV0003200,P0007,WH002,2024-10-02,82,0,17,65,3.7,175,0,0,1.0
INV0003201,P0007,WH002,2024-10-03,65,0,20,45,2.6,175,0,0,1.0
INV0003202,P0007,WH002,2024-10-04,45,0,29,16,0.9,175,0,0,1.0
INV0003203,P0007,WH002,2024-10-05,16,0,16,0,0.0,175,0,1,0.5161
INV0003204,P0007,WH002,2024-10-06,175,175,11,164,9.4,175,1,0,1.0
INV0003205,P0007,WH002,2024-10-07,164,0,7,157,9.0,175,0,0,1.0
INV0003206,P0007,WH002,2024-10-08,157,0,18,139,8.0,175,0,0,1.0
INV0003207,P0007,WH002,2024-10-09,139,0,15,124,7.1,175,0,0,1.0
INV0003208,P0007,WH002,2024-10-10,124,0,28,96,5.5,175,0,0,1.0
INV0003209,P0007,WH002,2024-10-11,96,0,23,73,4.2,175,0,0,1.0
INV0003210,P0007,WH002,2024-10-12,73,0,22,51,2.9,175,0,0,1.0
INV0003211,P0007,WH002,2024-10-13,51,0,19,32,1.8,175,0,0,1.0
INV0003212,P0007,WH002,2024-10-14,32,0,24,8,0.5,175,0,0,1.0
INV0003213,P0007,WH002,2024-10-15,8,0,7,1,0.1,175,0,0,1.0
INV0003214,P0007,WH002,2024-10-16,1,0,1,0,0.0,175,0,1,0.0714
INV0003215,P0007,WH002,2024-10-17,175,175,57,118,6.8,175,1,0,1.0
INV0003216,P0007,WH002,2024-10-18,118,0,5,113,6.5,175,0,0,1.0
INV0003217,P0007,WH002,2024-10-19,113,0,36,77,4.4,175,0,0,1.0
INV0003218,P0007,WH002,2024-10-20,77,0,14,63,3.6,175,0,0,1.0
INV0003219,P0007,WH002,2024-10-21,63,0,52,11,0.6,175,0,0,1.0
INV0003220,P0007,WH002,2024-10-22,11,0,10,1,0.1,175,0,0,1.0
INV0003221,P0007,WH002,2024-10-23,1,0,1,0,0.0,175,0,1,0.0714
INV0003222,P0007,WH002,2024-10-24,0,0,0,0,0.0,175,0,1,0.0
INV0003223,P0007,WH002,2024-10-25,0,0,0,0,0.0,175,0,1,0.0
INV0003224,P0007,WH002,2024-10-26,0,0,0,0,0.0,175,0,1,0.0
INV0003225,P0007,WH002,2024-10-27,0,0,0,0,0.0,175,0,1,0.0
INV0003226,P0007,WH002,2024-10-28,175,175,11,164,9.4,175,1,0,1.0
INV0003227,P0007,WH002,2024-10-29,164,0,21,143,8.2,175,0,0,1.0
INV0003228,P0007,WH002,2024-10-30,143,0,14,129,7.4,175,0,0,1.0
INV0003229,P0007,WH002,2024-10-31,129,0,5,124,7.1,175,0,0,1.0
INV0003230,P0007,WH002,2024-11-01,124,0,45,79,4.5,175,0,0,1.0
INV0003231,P0007,WH002,2024-11-02,79,0,29,50,2.9,175,0,0,1.0
INV0003232,P0007,WH002,2024-11-03,50,0,50,0,0.0,175,0,1,0.9434
INV0003233,P0007,WH002,2024-11-04,0,0,0,0,0.0,175,0,1,0.0
INV0003234,P0007,WH002,2024-11-05,0,0,0,0,0.0,175,0,1,0.0
INV0003235,P0007,WH002,2024-11-06,0,0,0,0,0.0,175,0,1,0.0
INV0003236,P0007,WH002,2024-11-07,0,0,0,0,0.0,175,0,1,0.0
INV0003237,P0007,WH002,2024-11-08,175,175,12,163,9.4,175,1,0,1.0
INV0003238,P0007,WH002,2024-11-09,163,0,7,156,9.0,175,0,0,1.0
INV0003239,P0007,WH002,2024-11-10,156,0,47,109,6.3,175,0,0,1.0
INV0003240,P0007,WH002,2024-11-11,109,0,26,83,4.8,175,0,0,1.0
INV0003241,P0007,WH002,2024-11-12,83,0,62,21,1.2,175,0,0,1.0
INV0003242,P0007,WH002,2024-11-13,21,0,18,3,0.2,175,0,0,1.0
INV0003243,P0007,WH002,2024-11-14,3,0,3,0,0.0,175,0,1,0.05
INV0003244,P0007,WH002,2024-11-15,0,0,0,0,0.0,175,0,1,0.0
INV0003245,P0007,WH002,2024-11-16,0,0,0,0,0.0,175,0,1,0.0
INV0003246,P0007,WH002,2024-11-17,0,0,0,0,0.0,175,0,1,0.0
INV0003247,P0007,WH002,2024-11-18,0,0,0,0,0.0,175,0,1,0.0
INV0003248,P0007,WH002,2024-11-19,175,175,6,169,9.7,175,1,0,1.0
INV0003249,P0007,WH002,2024-11-20,169,0,24,145,8.3,175,0,0,1.0
INV0003250,P0007,WH002,2024-11-21,145,0,27,118,6.8,175,0,0,1.0
INV0003251,P0007,WH002,2024-11-22,118,0,44,74,4.3,175,0,0,1.0
INV0003252,P0007,WH002,2024-11-23,74,0,17,57,3.3,175,0,0,1.0
INV0003253,P0007,WH002,2024-11-24,57,0,45,12,0.7,175,0,0,1.0
INV0003254,P0007,WH002,2024-11-25,12,0,12,0,0.0,175,0,1,0.2
INV0003255,P0007,WH002,2024-11-26,0,0,0,0,0.0,175,0,1,0.0
INV0003256,P0007,WH002,2024-11-27,0,0,0,0,0.0,175,0,1,0.0
INV0003257,P0007,WH002,2024-11-28,0,0,0,0,0.0,175,0,1,0.0
INV0003258,P0007,WH002,2024-11-29,0,0,0,0,0.0,175,0,1,0.0
INV0003259,P0007,WH002,2024-11-30,175,175,21,154,8.9,175,1,0,1.0
INV0003260,P0007,WH002,2024-12-01,154,0,44,110,6.3,175,0,0,1.0
INV0003261,P0007,WH002,2024-12-02,110,0,32,78,4.5,175,0,0,1.0
INV0003262,P0007,WH002,2024-12-03,78,0,52,26,1.5,175,0,0,1.0
INV0003263,P0007,WH002,2024-12-04,26,0,12,14,0.8,175,0,0,1.0
INV0003264,P0007,WH002,2024-12-05,14,0,14,0,0.0,175,0,1,0.1687
INV0003265,P0007,WH002,2024-12-06,0,0,0,0,0.0,175,0,1,0.0
INV0003266,P0007,WH002,2024-12-07,0,0,0,0,0.0,175,0,1,0.0
INV0003267,P0007,WH002,2024-12-08,0,0,0,0,0.0,175,0,1,0.0
INV0003268,P0007,WH002,2024-12-09,0,0,0,0,0.0,175,0,1,0.0
INV0003269,P0007,WH002,2024-12-10,175,175,39,136,7.8,175,1,0,1.0
INV0003270,P0007,WH002,2024-12-11,136,0,36,100,5.7,175,0,0,1.0
INV0003271,P0007,WH002,2024-12-12,100,0,13,87,5.0,175,0,0,1.0
INV0003272,P0007,WH002,2024-12-13,87,0,14,73,4.2,175,0,0,1.0
INV0003273,P0007,WH002,2024-12-14,73,0,73,0,0.0,175,0,1,0.9733
INV0003274,P0007,WH002,2024-12-15,0,0,0,0,0.0,175,0,1,0.0
INV0003275,P0007,WH002,2024-12-16,0,0,0,0,0.0,175,0,1,0.0
INV0003276,P0007,WH002,2024-12-17,0,0,0,0,0.0,175,0,1,0.0
INV0003277,P0007,WH002,2024-12-18,0,0,0,0,0.0,175,0,1,0.0
INV0003278,P0007,WH002,2024-12-19,0,0,0,0,0.0,175,0,1,0.0
INV0003279,P0007,WH002,2024-12-20,0,0,0,0,0.0,175,0,1,0.0
INV0003280,P0007,WH002,2024-12-21,175,175,46,129,7.4,175,1,0,1.0
INV0003281,P0007,WH002,2024-12-22,129,0,12,117,6.7,175,0,0,1.0
INV0003282,P0007,WH002,2024-12-23,117,0,16,101,5.8,175,0,0,1.0
INV0003283,P0007,WH002,2024-12-24,101,0,8,93,5.3,175,0,0,1.0
INV0003284,P0007,WH002,2024-12-25,93,0,9,84,4.8,175,0,0,1.0
